Date,Timestamp,Event,KeyCode,SequenceTime_ms,TimeSinceLastKey_ms,KeyOrder,KeyType,ExpectedKey1,ExpectedKey2,SequenceNumber,SequenceComposition,SequenceSpeed,SequenceValidity,SequenceType,SequenceWindowClosure,TargetFabInputRate,TargetRecognitionRate,StartPolicyReview,Trials,InterTrialIntervalSeconds,InputWindowSeconds,GameState,GamePolicy,CurrentRecognitionRate,FabAlarmFixationPoint,FabAlarmVariability,CurrentFabRate,CurrentFabAlarm,,,,,,,
2020-01-14,15:34:06.6770,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,NA,NA,1,0.25,NA,NA,,,,,,,
2020-01-14,15:34:09.1678,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,NA,NA,1,0.25,NA,NA,,,,,,,
2020-01-14,15:34:09.3523,KeyDown,T,0,0,0,CorrectKey,T,None,0,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,NA,NA,1,0.25,NA,NA,,,,,,,
2020-01-14,15:34:09.7443,KeySequenceStopped,NA,0.4069039,0.4069039,NA,NA,NA,NA,0,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,NA,NA,1,0.25,NA,NA,,,,,,,
2020-01-14,15:34:09.8106,KeyDown,Y,0,0,NA,WrongKey,T,None,1,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,NA,NA,1,0.25,NA,NA,,,,,,,
2020-01-14,15:34:09.8106,KeyDown,I,0,0,1,CorrectKey,Y,I,1,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,NA,NA,1,0.25,NA,NA,,,,,,,
2020-01-14,15:34:10.0649,KeyDown,U,0.2547371,0.2547371,NA,WrongKey,Y,I,1,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,NA,NA,1,0.25,NA,NA,,,,,,,
2020-01-14,15:34:10.4568,KeySequenceStopped,NA,0.6616502,0.4069131,NA,NA,NA,NA,1,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,NA,NA,1,0.25,NA,NA,,,,,,,
2020-01-14,15:34:11.1686,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,NA,NA,1,0.25,NA,NA,,,,,,,
2020-01-14,15:34:11.1696,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,NA,0,1,0.25,0,1.008.918,,,,,,,
2020-01-14,15:34:11.1726,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.008.918,,,,,,,
2020-01-14,15:34:13.6784,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.008.918,,,,,,,
2020-01-14,15:34:13.8988,KeyDown,T,0,0,0,CorrectKey,T,None,2,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.008.918,,,,,,,
2020-01-14,15:34:14.2897,KeySequenceStopped,NA,0.4069247,0.4069247,NA,NA,NA,NA,2,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.008.918,,,,,,,
2020-01-14,15:34:14.3751,KeyDown,I,0,0,NA,WrongKey,T,None,3,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.008.918,,,,,,,
2020-01-14,15:34:14.4250,KeyDown,Y,0.0514971,0.0514971,1,CorrectKey,Y,I,3,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.008.918,,,,,,,
2020-01-14,15:34:14.7142,KeyDown,U,0.3397097,0.2882126,NA,WrongKey,Y,I,3,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.008.918,,,,,,,
2020-01-14,15:34:15.1061,KeySequenceStopped,NA,0.7476385,0.4079288,NA,NA,NA,NA,3,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.008.918,,,,,,,
2020-01-14,15:34:15.6813,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.008.918,,,,,,,
2020-01-14,15:34:15.6813,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.135.504,,,,,,,
2020-01-14,15:34:15.6823,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.135.504,,,,,,,
2020-01-14,15:34:18.1923,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.135.504,,,,,,,
2020-01-14,15:34:18.2771,KeyDown,T,0,0,0,CorrectKey,T,None,4,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.135.504,,,,,,,
2020-01-14,15:34:18.6703,KeySequenceStopped,NA,0.4091343,0.4091343,NA,NA,NA,NA,4,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.135.504,,,,,,,
2020-01-14,15:34:18.7032,KeyDown,Y,0,0,NA,WrongKey,T,None,5,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.135.504,,,,,,,
2020-01-14,15:34:18.7042,KeyDown,I,0,0,1,CorrectKey,Y,I,5,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.135.504,,,,,,,
2020-01-14,15:34:19.0258,KeyDown,U,0.3225632,0.3225632,NA,WrongKey,Y,I,5,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.135.504,,,,,,,
2020-01-14,15:34:19.4182,KeySequenceStopped,NA,0.7299872,0.407424,NA,NA,NA,NA,5,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.135.504,,,,,,,
2020-01-14,15:34:20.1971,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.135.504,,,,,,,
2020-01-14,15:34:20.1971,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.003.276,,,,,,,
2020-01-14,15:34:20.1981,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.003.276,,,,,,,
2020-01-14,15:34:22.7101,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.003.276,,,,,,,
2020-01-14,15:34:22.9148,KeyDown,T,0,0,0,CorrectKey,T,None,6,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.003.276,,,,,,,
2020-01-14,15:34:23.3057,KeySequenceStopped,NA,0.4069903,0.4069903,NA,NA,NA,NA,6,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.003.276,,,,,,,
2020-01-14,15:34:23.3556,KeyDown,Y,0,0,NA,WrongKey,T,None,7,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.003.276,,,,,,,
2020-01-14,15:34:23.3566,KeyDown,I,0,0,1,CorrectKey,Y,I,7,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.003.276,,,,,,,
2020-01-14,15:34:23.6623,KeyDown,U,0.3057138,0.3057138,NA,WrongKey,Y,I,7,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.003.276,,,,,,,
2020-01-14,15:34:24.0533,KeySequenceStopped,NA,0.7126285,0.4069147,NA,NA,NA,NA,7,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.003.276,,,,,,,
2020-01-14,15:34:24.7141,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.003.276,,,,,,,
2020-01-14,15:34:24.7141,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.065.114,,,,,,,
2020-01-14,15:34:24.7151,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.065.114,,,,,,,
2020-01-14,15:34:27.2272,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.065.114,,,,,,,
2020-01-14,15:34:27.3807,KeyDown,T,0,0,0,CorrectKey,T,None,8,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.065.114,,,,,,,
2020-01-14,15:34:27.7717,KeySequenceStopped,NA,0.40703,0.40703,NA,NA,NA,NA,8,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.065.114,,,,,,,
2020-01-14,15:34:27.8385,KeyDown,Y,0,0,NA,WrongKey,T,None,9,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.065.114,,,,,,,
2020-01-14,15:34:27.8395,KeyDown,I,0,0,1,CorrectKey,Y,I,9,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.065.114,,,,,,,
2020-01-14,15:34:28.0929,KeyDown,U,0.2542948,0.2542948,NA,WrongKey,Y,I,9,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.065.114,,,,,,,
2020-01-14,15:34:28.4856,KeySequenceStopped,NA,0.6619875,0.4076927,NA,NA,NA,NA,9,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.065.114,,,,,,,
2020-01-14,15:34:29.2302,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.065.114,,,,,,,
2020-01-14,15:34:29.2312,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.051.858,,,,,,,
2020-01-14,15:34:29.2322,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.051.858,,,,,,,
2020-01-14,15:34:31.7430,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.051.858,,,,,,,
2020-01-14,15:34:32.1160,KeyDown,T,0,0,0,CorrectKey,T,None,10,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.051.858,,,,,,,
2020-01-14,15:34:32.5068,KeySequenceStopped,NA,0.4069068,0.4069068,NA,NA,NA,NA,10,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.051.858,,,,,,,
2020-01-14,15:34:32.7263,KeyDown,Y,0,0,NA,WrongKey,T,None,11,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.051.858,,,,,,,
2020-01-14,15:34:32.7273,KeyDown,I,0,0,1,CorrectKey,Y,I,11,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.051.858,,,,,,,
2020-01-14,15:34:32.9480,KeyDown,U,0.2209696,0.2209696,NA,WrongKey,Y,I,11,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.051.858,,,,,,,
2020-01-14,15:34:33.3396,KeySequenceStopped,NA,0.6285787,0.4076091,NA,NA,NA,NA,11,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.051.858,,,,,,,
2020-01-14,15:34:33.7465,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,1.051.858,,,,,,,
2020-01-14,15:34:33.7465,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.7633264,,,,,,,
2020-01-14,15:34:33.7475,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.7633264,,,,,,,
2020-01-14,15:34:36.2571,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.7633264,,,,,,,
2020-01-14,15:34:36.4604,KeyDown,T,0,0,0,CorrectKey,T,None,12,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.7633264,,,,,,,
2020-01-14,15:34:36.8514,KeySequenceStopped,NA,0.4077776,0.4077776,NA,NA,NA,NA,12,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.7633264,,,,,,,
2020-01-14,15:34:36.9352,KeyDown,I,0,0,NA,WrongKey,T,None,13,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.7633264,,,,,,,
2020-01-14,15:34:36.9860,KeyDown,Y,0.050866,0.050866,1,CorrectKey,Y,I,13,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.7633264,,,,,,,
2020-01-14,15:34:37.2243,KeyDown,U,0.2882144,0.2373484,NA,WrongKey,Y,I,13,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.7633264,,,,,,,
2020-01-14,15:34:37.6159,KeySequenceStopped,NA,0.6957206,0.4075061,NA,NA,NA,NA,13,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.7633264,,,,,,,
2020-01-14,15:34:38.2602,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.7633264,,,,,,,
2020-01-14,15:34:38.2602,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.8244699,,,,,,,
2020-01-14,15:34:38.2612,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.8244699,,,,,,,
2020-01-14,15:34:40.7705,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.8244699,,,,,,,
2020-01-14,15:34:41.8568,KeyDown,T,0,0,0,CorrectKey,T,None,14,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.8244699,,,,,,,
2020-01-14,15:34:42.2477,KeySequenceStopped,NA,0.4074483,0.4074483,NA,NA,NA,NA,14,Correct,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.8244699,,,,,,,
2020-01-14,15:34:42.2976,KeyDown,I,0,0,NA,WrongKey,T,None,15,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.8244699,,,,,,,
2020-01-14,15:34:42.3316,KeyDown,Y,0.0339129,0.0339129,1,CorrectKey,Y,I,15,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.8244699,,,,,,,
2020-01-14,15:34:42.7225,KeySequenceStopped,NA,0.4408554,0.4069425,NA,NA,NA,NA,15,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.8244699,,,,,,,
2020-01-14,15:34:42.7733,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.8244699,,,,,,,
2020-01-14,15:34:42.7733,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.9926695,,,,,,,
2020-01-14,15:34:42.7743,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.9926695,,,,,,,
2020-01-14,15:34:42.7724,KeyDown,U,0,0,NA,WrongKey,T,None,16,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.9926695,,,,,,,
2020-01-14,15:34:43.1643,KeySequenceStopped,NA,0.4069049,0.4069049,NA,NA,NA,NA,16,Mistyped,Slow,Rejected,TYUI,ClosedByDeadzone,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.9926695,,,,,,,
2020-01-14,15:34:45.2829,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.9926695,,,,,,,
2020-01-14,15:34:45.5203,KeyDown,T,0,0,0,CorrectKey,T,None,17,Correct,Fast,Accepted,TYUI,ClosedByInputThreshold,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.9926695,,,,,,,
2020-01-14,15:34:45.8086,KeyDown,I,0.2882616,0.2882616,1,CorrectKey,Y,I,17,Correct,Fast,Accepted,TYUI,ClosedByInputThreshold,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.9926695,,,,,,,
2020-01-14,15:34:45.8263,KeyDown,Y,0.3052115,0.0169499,2,CorrectKey,Y,I,17,Correct,Fast,Accepted,TYUI,ClosedByInputThreshold,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.9926695,,,,,,,
2020-01-14,15:34:46.0646,KeyDown,U,0.5433185,0.238107,3,CorrectKey,U,None,17,Correct,Fast,Accepted,TYUI,ClosedByInputThreshold,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.9926695,,,,,,,
2020-01-14,15:34:46.0666,KeySequenceStopped,NA,0.5602698,0.0169514,NA,NA,NA,NA,17,Correct,Fast,Accepted,TYUI,ClosedByInputThreshold,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.9926695,,,,,,,
2020-01-14,15:34:47.2876,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.9926695,,,,,,,
2020-01-14,15:34:47.2876,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.825354,,,,,,,
2020-01-14,15:34:47.2886,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.825354,,,,,,,
2020-01-14,15:34:49.7980,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.825354,,,,,,,
2020-01-14,15:34:50.4635,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0,1,0.25,0,0.825354,,,,,,,
2020-01-14,15:34:50.4685,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.04,20,2.05,2,Running,MeetDesignGoals,0.01,1,0.25,0.01,1.068.764,,,,,,,
