Date,Timestamp,Event,KeyCode,SequenceTime_ms,TimeSinceLastKey_ms,KeyOrder,KeyType,ExpectedKey1,ExpectedKey2,SequenceNumber,SequenceComposition,SequenceSpeed,SequenceValidity,SequenceType,SequenceWindowClosure,TargetFabInputRate,TargetRecognitionRate,StartPolicyReview,Trials,InterTrialIntervalSeconds,InputWindowSeconds,GameState,GamePolicy,CurrentRecognitionRate,FabAlarmFixationPoint,FabAlarmVariability,CurrentFabRate,CurrentFabAlarm,
2020-01-15,09:27:18.2683,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,NA,NA,1,0.25,NA,NA,
2020-01-15,09:27:20.7571,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,NA,NA,1,0.25,NA,NA,
2020-01-15,09:27:21.0865,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,NA,NA,1,0.25,NA,NA,
2020-01-15,09:27:21.0885,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,NA,1,1,0.25,1,1.066756,
2020-01-15,09:27:21.0915,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.066756,
2020-01-15,09:27:20.8070,KeyDown,T,0,0,0,CorrectKey,T,R,0,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.066756,
2020-01-15,09:27:20.8080,KeyDown,R,0,0,1,CorrectKey,T,R,0,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.066756,
2020-01-15,09:27:20.9948,KeyDown,W,0.1877695,0.1877695,2,CorrectKey,W,None,0,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.066756,
2020-01-15,09:27:21.0795,KeyDown,E,0.2725378,0.0847683,3,CorrectKey,E,None,0,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.066756,
2020-01-15,09:27:21.0835,KeySequenceStopped,NA,0.2894857,0.0169479,NA,NA,NA,NA,0,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.066756,
2020-01-15,09:27:23.5927,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.066756,
2020-01-15,09:27:24.1396,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.066756,
2020-01-15,09:27:24.1396,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:24.1411,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:23.8318,KeyDown,T,0,0,0,CorrectKey,T,R,1,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:23.8318,KeyDown,R,0,0,1,CorrectKey,T,R,1,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:24.0518,KeyDown,W,0.2204067,0.2204067,2,CorrectKey,W,None,1,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:24.1366,KeyDown,E,0.3057533,0.08534659,3,CorrectKey,E,None,1,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:24.1386,KeySequenceStopped,NA,0.3227094,0.0169561,NA,NA,NA,NA,1,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:26.6484,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:26.8679,KeyDown,T,0,0,0,CorrectKey,T,R,2,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:26.8689,KeyDown,R,0,0,1,CorrectKey,T,R,2,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:27.0718,KeyDown,W,0.2035099,0.2035099,2,CorrectKey,W,None,2,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:27.1396,KeyDown,E,0.2717206,0.0682107,3,CorrectKey,E,None,2,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:27.1416,KeySequenceStopped,NA,0.2886705,0.0169499,NA,NA,NA,NA,2,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:27.7684,KeyDown,T,0,0,0,CorrectKey,T,R,3,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:27.7693,KeyDown,R,0,0,1,CorrectKey,T,R,3,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:27.9718,KeyDown,W,0.2034701,0.2034701,2,CorrectKey,W,None,3,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:28.0745,KeyDown,E,0.3051914,0.1017213,3,CorrectKey,E,None,3,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:28.0765,KeySequenceStopped,NA,0.3221471,0.0169557,NA,NA,NA,NA,3,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:28.6514,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,1,1,0.25,1,1.213313,
2020-01-15,09:27:28.6514,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0.6666667,1,0.25,0.6666667,0.8233247,
2020-01-15,09:27:28.6524,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0.6666667,1,0.25,0.6666667,0.8233247,
2020-01-15,09:27:31.1653,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0.6666667,1,0.25,0.6666667,0.8233247,
2020-01-15,09:27:31.7108,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0.6666667,1,0.25,0.6666667,0.8233247,
2020-01-15,09:27:31.7108,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0.75,1,0.25,0.75,0.7744107,
2020-01-15,09:27:31.7129,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0.75,1,0.25,0.75,0.7744107,
2020-01-15,09:27:31.4715,KeyDown,T,0,0,0,CorrectKey,T,R,4,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0.75,1,0.25,0.75,0.7744107,
2020-01-15,09:27:31.4715,KeyDown,R,0,0,1,CorrectKey,T,R,4,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0.75,1,0.25,0.75,0.7744107,
2020-01-15,09:27:31.6570,KeyDown,W,0.1864956,0.1864956,2,CorrectKey,W,None,4,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0.75,1,0.25,0.75,0.7744107,
2020-01-15,09:27:31.7078,KeyDown,E,0.2373438,0.0508482,3,CorrectKey,E,None,4,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0.75,1,0.25,0.75,0.7744107,
2020-01-15,09:27:31.7108,KeySequenceStopped,NA,0.2542935,0.0169497,NA,NA,NA,NA,4,Correct,Fast,Accepted,TRWE,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0.75,1,0.25,0.75,0.7744107,
