Date,Timestamp,Event,KeyCode,SequenceTime_ms,TimeSinceLastKey_ms,KeyOrder,KeyType,ExpectedKey1,ExpectedKey2,SequenceNumber,SequenceComposition,SequenceSpeed,SequenceValidity,SequenceType,SequenceWindowClosure,TargetFabInputRate,TargetRecognitionRate,StartPolicyReview,Trials,InterTrialIntervalSeconds,InputWindowSeconds,GameState,GamePolicy,CurrentRecognitionRate,FabAlarmFixationPoint,FabAlarmVariability,CurrentFabRate,CurrentFabAlarm,
2020-01-15,11:05:15.4714,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,NA,NA,1,0.25,NA,NA,
2020-01-15,11:05:17.9606,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,NA,NA,1,0.25,NA,NA,
2020-01-15,11:05:18.2318,KeyDown,H,0,0,0,CorrectKey,H,K,0,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,NA,NA,1,0.25,NA,NA,
2020-01-15,11:05:18.2658,KeyDown,K,0.0349068,0.0349068,1,CorrectKey,H,K,0,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,NA,NA,1,0.25,NA,NA,
2020-01-15,11:05:18.6587,KeySequenceStopped,NA,0.4418247,0.4069179,NA,NA,NA,NA,0,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,NA,NA,1,0.25,NA,NA,
2020-01-15,11:05:18.6727,KeyDown,J,0.4418247,0.4069179,NA,WrongKey,H,K,1,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,NA,NA,1,0.25,NA,NA,
2020-01-15,11:05:19.0477,KeyDown,L,0.8158369,0.3740123,NA,WrongKey,H,K,1,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,NA,NA,1,0.25,NA,NA,
2020-01-15,11:05:19.4387,KeySequenceStopped,NA,1.222781,0.406944,NA,NA,NA,NA,1,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,NA,NA,1,0.25,NA,NA,
2020-01-15,11:05:19.9647,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,NA,NA,1,0.25,NA,NA,
2020-01-15,11:05:19.9657,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,NA,0,1,0.25,0,1.066976,
2020-01-15,11:05:19.9687,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.066976,
2020-01-15,11:05:22.4781,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.066976,
2020-01-15,11:05:22.8342,KeyDown,H,0,0,0,CorrectKey,H,K,2,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.066976,
2020-01-15,11:05:22.8352,KeyDown,K,0,0,1,CorrectKey,H,K,2,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.066976,
2020-01-15,11:05:23.1733,KeyDown,J,0.3391019,0.3391019,2,CorrectKey,J,None,2,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.066976,
2020-01-15,11:05:23.5660,KeySequenceStopped,NA,0.7466836,0.4075817,NA,NA,NA,NA,2,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.066976,
2020-01-15,11:05:23.5809,KeyDown,L,0.7466836,0.4075817,NA,WrongKey,H,K,3,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.066976,
2020-01-15,11:05:23.9733,KeySequenceStopped,NA,1.155048,0.4083649,NA,NA,NA,NA,3,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.066976,
2020-01-15,11:05:24.4825,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.066976,
2020-01-15,11:05:24.4825,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.7828,
2020-01-15,11:05:24.4845,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.7828,
2020-01-15,11:05:26.9931,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.7828,
2020-01-15,11:05:27.0440,KeyDown,H,0,0,0,CorrectKey,H,K,4,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.7828,
2020-01-15,11:05:27.0629,KeyDown,K,0.0169494,0.0169494,1,CorrectKey,H,K,4,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.7828,
2020-01-15,11:05:27.3322,KeyDown,J,0.2881492,0.2711998,2,CorrectKey,J,None,4,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.7828,
2020-01-15,11:05:27.5524,KeyDown,L,0.5092826,0.2211335,3,CorrectKey,L,None,4,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.7828,
2020-01-15,11:05:27.5544,KeySequenceStopped,NA,0.5262318,0.0169492,NA,NA,NA,NA,4,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.7828,
2020-01-15,11:05:28.0780,KeyDown,H,0,0,0,CorrectKey,H,K,5,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.7828,
2020-01-15,11:05:28.0950,KeyDown,K,0.0169487,0.0169487,1,CorrectKey,H,K,5,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.7828,
2020-01-15,11:05:28.3662,KeyDown,J,0.288205,0.2712563,2,CorrectKey,J,None,5,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.7828,
2020-01-15,11:05:28.5697,KeyDown,L,0.4916669,0.2034619,3,CorrectKey,L,None,5,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.7828,
2020-01-15,11:05:28.5717,KeySequenceStopped,NA,0.5086167,0.0169498,NA,NA,NA,NA,5,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.7828,
2020-01-15,11:05:28.9951,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.7828,
2020-01-15,11:05:28.9951,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.217049,
2020-01-15,11:05:28.9961,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.217049,
2020-01-15,11:05:28.6545,KeyDown,K,0,0,0,CorrectKey,H,K,6,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.217049,
2020-01-15,11:05:29.0470,KeySequenceStopped,NA,0.4075603,0.4075603,NA,NA,NA,NA,6,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.217049,
2020-01-15,11:05:31.5056,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.217049,
2020-01-15,11:05:31.7081,KeyDown,H,0,0,0,CorrectKey,H,K,7,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.217049,
2020-01-15,11:05:32.0472,KeyDown,J,0.3390822,0.3390822,NA,WrongKey,H,K,7,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.217049,
2020-01-15,11:05:32.3701,KeyDown,L,0.6618854,0.3228032,NA,WrongKey,J,None,7,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.217049,
2020-01-15,11:05:32.7632,KeySequenceStopped,NA,1.07012,0.4082352,NA,NA,NA,NA,7,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.217049,
2020-01-15,11:05:32.9318,KeyDown,H,0,0,0,CorrectKey,H,K,8,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.217049,
2020-01-15,11:05:33.3217,KeySequenceStopped,NA,0.4069366,0.4069366,NA,NA,NA,NA,8,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.217049,
2020-01-15,11:05:33.5112,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,1.217049,
2020-01-15,11:05:33.5112,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.9757408,
2020-01-15,11:05:33.5122,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.9757408,
2020-01-15,11:05:36.0208,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.9757408,
2020-01-15,11:05:36.2241,KeyDown,K,0,0,0,CorrectKey,H,K,9,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.9757408,
2020-01-15,11:05:36.6148,KeySequenceStopped,NA,0.4068779,0.4068779,NA,NA,NA,NA,9,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.9757408,
2020-01-15,11:05:36.7505,KeyDown,J,0,0,NA,WrongKey,H,K,10,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.9757408,
2020-01-15,11:05:36.9545,KeyDown,L,0.2034509,0.2034509,NA,WrongKey,H,K,10,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.9757408,
2020-01-15,11:05:37.3463,KeySequenceStopped,NA,0.6108806,0.4074298,NA,NA,NA,NA,10,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.9757408,
2020-01-15,11:05:38.0235,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.9757408,
2020-01-15,11:05:38.0235,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.8752009,
2020-01-15,11:05:38.0245,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.8752009,
2020-01-15,11:05:37.7004,KeyDown,K,0,0,0,CorrectKey,H,K,11,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.8752009,
2020-01-15,11:05:37.7343,KeyDown,H,0.0339059,0.0339059,1,CorrectKey,H,K,11,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.8752009,
2020-01-15,11:05:38.1252,KeySequenceStopped,NA,0.4407959,0.4068899,NA,NA,NA,NA,11,Correct,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.8752009,
2020-01-15,11:05:38.1412,KeyDown,J,0.4407959,0.4068899,NA,WrongKey,H,K,12,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.8752009,
2020-01-15,11:05:38.3462,KeyDown,L,0.6449197,0.2041238,NA,WrongKey,H,K,12,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.8752009,
2020-01-15,11:05:38.7383,KeySequenceStopped,NA,1.052865,0.4079448,NA,NA,NA,NA,12,Mistyped,Slow,Rejected,HKJL,ClosedByDeadzone,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.8752009,
2020-01-15,11:05:40.5366,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.8752009,
2020-01-15,11:05:40.9436,KeyDown,H,0,0,0,CorrectKey,H,K,13,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.8752009,
2020-01-15,11:05:40.9445,KeyDown,K,0,0,1,CorrectKey,H,K,13,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.8752009,
2020-01-15,11:05:41.2667,KeyDown,J,0.3231151,0.3231151,2,CorrectKey,J,None,13,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.8752009,
2020-01-15,11:05:41.4542,KeyDown,L,0.5096529,0.1865378,3,CorrectKey,L,None,13,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.8752009,
2020-01-15,11:05:41.4562,KeySequenceStopped,NA,0.5266113,0.0169584,NA,NA,NA,NA,13,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,0.4,0.4,20,2.5,2,Running,MeetDesignGoals,0,1,0.25,0,0.8752009,
